"","city","area","time","weekday","芠代丁(LST)ObsTime","代溃(hPa)StnPres","キ溃(hPa)SeaPres","放()Temperature","臩翴放()Td dew point","癸访(%)RH","硉(m/s)WS","(程)(360degree)WD","程皚(m/s)WSGust","程皚(360degree)WDGust","秖(mm)Precp","计(hr)PrecpHour","ら酚计(hr)SunShine","ぱら甮秖(MJ/)GloblRad","ǎ(km)Visb"
"1583","蔼动カ","C0V440_获",2016-08-30 22:00:00,"Tuesday",23,1003.6,NA,26.9,NA,100,1.3,322,NA,NA,0,NA,NA,NA,NA
"1584","蔼动カ","C0V440_获",2016-08-30 23:00:00,"Tuesday",24,1003,NA,26.4,NA,100,1.4,283,NA,NA,0,NA,NA,NA,NA
"1585","蔼动カ","C0V440_获",2016-08-31 00:00:00,"Wednesday",1,1002.6,NA,26.1,NA,100,1.2,297,NA,NA,0,NA,NA,NA,NA
"1586","蔼动カ","C0V440_获",2016-08-31 01:00:00,"Wednesday",2,1002.2,NA,26.4,NA,100,0.7,309,NA,NA,0,NA,NA,NA,NA
"1587","蔼动カ","C0V440_获",2016-08-31 02:00:00,"Wednesday",3,1001.8,NA,26.4,NA,100,0.8,267,NA,NA,0,NA,NA,NA,NA
"1588","蔼动カ","C0V440_获",2016-08-31 03:00:00,"Wednesday",4,1001.6,NA,26.1,NA,100,1.1,267,NA,NA,0,NA,NA,NA,NA
"1589","蔼动カ","C0V440_获",2016-08-31 04:00:00,"Wednesday",5,1001.6,NA,25.8,NA,100,0.6,267,NA,NA,0,NA,NA,NA,NA
"1590","蔼动カ","C0V440_获",2016-08-31 05:00:00,"Wednesday",6,1001.9,NA,25.8,NA,100,1.1,290,NA,NA,0,NA,NA,NA,NA
"1591","蔼动カ","C0V440_获",2016-08-31 06:00:00,"Wednesday",7,1002.3,NA,27.9,NA,99,0.6,284,NA,NA,0,NA,NA,NA,NA
"1592","蔼动カ","C0V440_获",2016-08-31 07:00:00,"Wednesday",8,1002.8,NA,28.9,NA,93,1.7,269,NA,NA,0,NA,NA,NA,NA
"1593","蔼动カ","C0V440_获",2016-08-31 08:00:00,"Wednesday",9,1003.2,NA,30.1,NA,83,2,274,NA,NA,0,NA,NA,NA,NA
"1594","蔼动カ","C0V440_获",2016-08-31 09:00:00,"Wednesday",10,1003.3,NA,31.1,NA,82,1.5,276,NA,NA,0,NA,NA,NA,NA
"1595","蔼动カ","C0V440_获",2016-08-31 10:00:00,"Wednesday",11,1003.2,NA,31.3,NA,84,1.5,280,NA,NA,0,NA,NA,NA,NA
"1596","蔼动カ","C0V440_获",2016-08-31 11:00:00,"Wednesday",12,1002.6,NA,31.9,NA,85,2.3,286,NA,NA,0,NA,NA,NA,NA
"1597","蔼动カ","C0V440_获",2016-08-31 12:00:00,"Wednesday",13,1001.8,NA,30.9,NA,87,2.3,269,NA,NA,0,NA,NA,NA,NA
"1598","蔼动カ","C0V440_获",2016-08-31 13:00:00,"Wednesday",14,1001.3,NA,30.7,NA,82,1.9,274,NA,NA,0,NA,NA,NA,NA
"1599","蔼动カ","C0V440_获",2016-08-31 14:00:00,"Wednesday",15,1000.8,NA,31.2,NA,77,2,270,NA,NA,0,NA,NA,NA,NA
"1600","蔼动カ","C0V440_获",2016-08-31 15:00:00,"Wednesday",16,1001,NA,31,NA,69,1.9,269,NA,NA,0,NA,NA,NA,NA
"1601","蔼动カ","C0V440_获",2016-08-31 16:00:00,"Wednesday",17,1001.1,NA,30,NA,71,2.3,273,NA,NA,0,NA,NA,NA,NA
"1602","蔼动カ","C0V440_获",2016-08-31 17:00:00,"Wednesday",18,1001.6,NA,28.6,NA,81,1.5,275,NA,NA,0,NA,NA,NA,NA
"1603","蔼动カ","C0V440_获",2016-08-31 18:00:00,"Wednesday",19,1001.9,NA,27.9,NA,85,1.5,283,NA,NA,0,NA,NA,NA,NA
"1604","蔼动カ","C0V440_获",2016-08-31 19:00:00,"Wednesday",20,1002.3,NA,27.8,NA,84,1.2,267,NA,NA,0,NA,NA,NA,NA
"1605","蔼动カ","C0V440_获",2016-08-31 20:00:00,"Wednesday",21,1003.3,NA,26.8,NA,95,0.9,126,NA,NA,0,NA,NA,NA,NA
"1606","蔼动カ","C0V440_获",2016-08-31 21:00:00,"Wednesday",22,1003.3,NA,26,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"1607","蔼动カ","C0V440_获",2016-08-31 22:00:00,"Wednesday",23,1003.4,NA,25.7,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"1608","蔼动カ","C0V440_获",2016-08-31 23:00:00,"Wednesday",24,1003.2,NA,25.7,NA,100,1.5,229,NA,NA,0,NA,NA,NA,NA
"1609","蔼动カ","C0V440_获",2016-09-01 00:00:00,"Thursday",1,1003,NA,25.3,NA,100,1,267,NA,NA,0,NA,NA,NA,NA
"1610","蔼动カ","C0V440_获",2016-09-01 01:00:00,"Thursday",2,1002.6,NA,25,NA,100,0.9,267,NA,NA,0,NA,NA,NA,NA
"1611","蔼动カ","C0V440_获",2016-09-01 02:00:00,"Thursday",3,1002.4,NA,25,NA,100,1.3,258,NA,NA,0,NA,NA,NA,NA
"1612","蔼动カ","C0V440_获",2016-09-01 03:00:00,"Thursday",4,1002.2,NA,25.2,NA,100,0.4,267,NA,NA,0,NA,NA,NA,NA
"1613","蔼动カ","C0V440_获",2016-09-01 04:00:00,"Thursday",5,1001.9,NA,25.1,NA,100,0.7,267,NA,NA,0,NA,NA,NA,NA
"1614","蔼动カ","C0V440_获",2016-09-01 05:00:00,"Thursday",6,1002.2,NA,24.8,NA,100,0.8,267,NA,NA,0,NA,NA,NA,NA
"1615","蔼动カ","C0V440_获",2016-09-01 06:00:00,"Thursday",7,1002.3,NA,26.4,NA,100,0.8,267,NA,NA,0,NA,NA,NA,NA
"1616","蔼动カ","C0V440_获",2016-09-01 07:00:00,"Thursday",8,1002.6,NA,28.3,NA,95,1.5,264,NA,NA,0,NA,NA,NA,NA
"1617","蔼动カ","C0V440_获",2016-09-01 08:00:00,"Thursday",9,1003,NA,29.4,NA,90,1.3,322,NA,NA,0,NA,NA,NA,NA
"1618","蔼动カ","C0V440_获",2016-09-01 09:00:00,"Thursday",10,1002.7,NA,31.2,NA,83,0.7,288,NA,NA,0,NA,NA,NA,NA
"1619","蔼动カ","C0V440_获",2016-09-01 10:00:00,"Thursday",11,1002.3,NA,31.4,NA,78,1.6,319,NA,NA,0,NA,NA,NA,NA
"1620","蔼动カ","C0V440_获",2016-09-01 11:00:00,"Thursday",12,1001.5,NA,32.1,NA,73,1.8,349,NA,NA,0,NA,NA,NA,NA
"1621","蔼动カ","C0V440_获",2016-09-01 12:00:00,"Thursday",13,1000.3,NA,33.2,NA,70,1.6,270,NA,NA,0,NA,NA,NA,NA
"1622","蔼动カ","C0V440_获",2016-09-01 13:00:00,"Thursday",14,999.8,NA,33.1,NA,74,2,269,NA,NA,0,NA,NA,NA,NA
"1623","蔼动カ","C0V440_获",2016-09-01 14:00:00,"Thursday",15,999.4,NA,33.2,NA,69,2.1,300,NA,NA,0,NA,NA,NA,NA
"1624","蔼动カ","C0V440_获",2016-09-01 15:00:00,"Thursday",16,999.2,NA,33.7,NA,60,0.9,270,NA,NA,0,NA,NA,NA,NA
"1625","蔼动カ","C0V440_获",2016-09-01 16:00:00,"Thursday",17,999.5,NA,32.7,NA,64,0.6,266,NA,NA,0,NA,NA,NA,NA
"1626","蔼动カ","C0V440_获",2016-09-01 17:00:00,"Thursday",18,1000.4,NA,30.4,NA,82,1,266,NA,NA,0,NA,NA,NA,NA
"1627","蔼动カ","C0V440_获",2016-09-01 18:00:00,"Thursday",19,1000.7,NA,28.7,NA,100,0.6,269,NA,NA,0,NA,NA,NA,NA
"1628","蔼动カ","C0V440_获",2016-09-01 19:00:00,"Thursday",20,1001.3,NA,28.9,NA,99,0.5,269,NA,NA,0,NA,NA,NA,NA
"1629","蔼动カ","C0V440_获",2016-09-01 20:00:00,"Thursday",21,1002.3,NA,29.3,NA,97,0.8,267,NA,NA,0,NA,NA,NA,NA
"1630","蔼动カ","C0V440_获",2016-09-01 21:00:00,"Thursday",22,1002.3,NA,29,NA,100,1.4,267,NA,NA,0,NA,NA,NA,NA
"1631","蔼动カ","C0V440_获",2016-09-01 22:00:00,"Thursday",23,1002.7,NA,27.6,NA,100,1.9,272,NA,NA,0,NA,NA,NA,NA
"1632","蔼动カ","C0V440_获",2016-09-01 23:00:00,"Thursday",24,1002.1,NA,28.1,NA,100,1.6,265,NA,NA,0,NA,NA,NA,NA
"1633","蔼动カ","C0V440_获",2016-09-02 00:00:00,"Friday",1,1001.3,NA,26.3,NA,100,1.4,252,NA,NA,0,NA,NA,NA,NA
"1634","蔼动カ","C0V440_获",2016-09-02 01:00:00,"Friday",2,1000.4,NA,26,NA,100,1,267,NA,NA,0,NA,NA,NA,NA
"1635","蔼动カ","C0V440_获",2016-09-02 02:00:00,"Friday",3,1000.2,NA,26.1,NA,100,0.7,255,NA,NA,0,NA,NA,NA,NA
"1636","蔼动カ","C0V440_获",2016-09-02 03:00:00,"Friday",4,1000,NA,25.9,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"1637","蔼动カ","C0V440_获",2016-09-02 04:00:00,"Friday",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1638","蔼动カ","C0V440_获",2016-09-02 05:00:00,"Friday",6,1000.9,NA,25.8,NA,100,1.2,248,NA,NA,2,NA,NA,NA,NA
"1639","蔼动カ","C0V440_获",2016-09-02 06:00:00,"Friday",7,1001.2,NA,25.8,NA,100,1.7,263,NA,NA,2.5,NA,NA,NA,NA
"1640","蔼动カ","C0V440_获",2016-09-02 07:00:00,"Friday",8,1002.2,NA,25.6,NA,100,2.2,265,NA,NA,8.5,NA,NA,NA,NA
"1641","蔼动カ","C0V440_获",2016-09-02 08:00:00,"Friday",9,1002.4,NA,25.1,NA,100,1.6,267,NA,NA,13,NA,NA,NA,NA
"1642","蔼动カ","C0V440_获",2016-09-02 09:00:00,"Friday",10,1002.8,NA,25.1,NA,100,0.6,247,NA,NA,11.5,NA,NA,NA,NA
"1643","蔼动カ","C0V440_获",2016-09-02 10:00:00,"Friday",11,1001.8,NA,25.8,NA,100,1.5,259,NA,NA,0.5,NA,NA,NA,NA
"1644","蔼动カ","C0V440_获",2016-09-02 11:00:00,"Friday",12,1001.5,NA,25.1,NA,100,1,259,NA,NA,10.5,NA,NA,NA,NA
"1645","蔼动カ","C0V440_获",2016-09-02 12:00:00,"Friday",13,1001.2,NA,25.3,NA,100,1.1,267,NA,NA,28,NA,NA,NA,NA
"1646","蔼动カ","C0V440_获",2016-09-02 13:00:00,"Friday",14,1000.5,NA,25.6,NA,100,0.7,256,NA,NA,4.5,NA,NA,NA,NA
"1647","蔼动カ","C0V440_获",2016-09-02 14:00:00,"Friday",15,1000.1,NA,25.2,NA,100,1.3,267,NA,NA,21,NA,NA,NA,NA
"1648","蔼动カ","C0V440_获",2016-09-02 15:00:00,"Friday",16,1000.1,NA,25.4,NA,100,1.1,264,NA,NA,0.5,NA,NA,NA,NA
"1649","蔼动カ","C0V440_获",2016-09-02 16:00:00,"Friday",17,1000.4,NA,25.4,NA,100,1.1,265,NA,NA,0.5,NA,NA,NA,NA
"1650","蔼动カ","C0V440_获",2016-09-02 17:00:00,"Friday",18,1000.4,NA,25.5,NA,100,0.6,292,NA,NA,1.5,NA,NA,NA,NA
"1651","蔼动カ","C0V440_获",2016-09-02 18:00:00,"Friday",19,1000.8,NA,25.4,NA,100,1.5,267,NA,NA,1,NA,NA,NA,NA
"1652","蔼动カ","C0V440_获",2016-09-02 19:00:00,"Friday",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA
"1653","蔼动カ","C0V440_获",2016-09-02 20:00:00,"Friday",21,1001.6,NA,24.9,NA,100,0.7,267,NA,NA,21,NA,NA,NA,NA
"1654","蔼动カ","C0V440_获",2016-09-02 21:00:00,"Friday",22,1002.5,NA,24.8,NA,100,1.5,267,NA,NA,15,NA,NA,NA,NA
"1655","蔼动カ","C0V440_获",2016-09-02 22:00:00,"Friday",23,1001.9,NA,24.7,NA,100,0.7,267,NA,NA,8,NA,NA,NA,NA
"1656","蔼动カ","C0V440_获",2016-09-02 23:00:00,"Friday",24,1001.6,NA,24.5,NA,100,0.6,250,NA,NA,1.5,NA,NA,NA,NA
"1657","蔼动カ","C0V440_获",2016-09-03 00:00:00,"Saturday",1,1000.8,NA,24.7,NA,100,1.1,267,NA,NA,1,NA,NA,NA,NA
"1658","蔼动カ","C0V440_获",2016-09-03 01:00:00,"Saturday",2,1000.1,NA,24.7,NA,100,2.1,267,NA,NA,0,NA,NA,NA,NA
"1659","蔼动カ","C0V440_获",2016-09-03 02:00:00,"Saturday",3,1000.5,NA,24.7,NA,100,0.8,6,NA,NA,0,NA,NA,NA,NA
"1660","蔼动カ","C0V440_获",2016-09-03 03:00:00,"Saturday",4,1000.3,NA,24.8,NA,100,1.3,246,NA,NA,3.5,NA,NA,NA,NA
"1661","蔼动カ","C0V440_获",2016-09-03 04:00:00,"Saturday",5,999.8,NA,24.7,NA,100,0.8,267,NA,NA,1.5,NA,NA,NA,NA
"1662","蔼动カ","C0V440_获",2016-09-03 05:00:00,"Saturday",6,1000.4,NA,24.6,NA,100,0.7,281,NA,NA,0,NA,NA,NA,NA
"1663","蔼动カ","C0V440_获",2016-09-03 06:00:00,"Saturday",7,1001.6,NA,25.1,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"1664","蔼动カ","C0V440_获",2016-09-03 07:00:00,"Saturday",8,1001.9,NA,25.6,NA,100,0.7,360,NA,NA,5,NA,NA,NA,NA
"1665","蔼动カ","C0V440_获",2016-09-03 08:00:00,"Saturday",9,1002,NA,26.1,NA,100,0.8,259,NA,NA,1.5,NA,NA,NA,NA
"1666","蔼动カ","C0V440_获",2016-09-03 09:00:00,"Saturday",10,1001.9,NA,27.8,NA,100,1.6,221,NA,NA,1,NA,NA,NA,NA
"1667","蔼动カ","C0V440_获",2016-09-03 10:00:00,"Saturday",11,1001.7,NA,27.9,NA,100,1.6,266,NA,NA,0,NA,NA,NA,NA
"1668","蔼动カ","C0V440_获",2016-09-03 11:00:00,"Saturday",12,1001.2,NA,28.7,NA,100,1.8,239,NA,NA,0,NA,NA,NA,NA
"1669","蔼动カ","C0V440_获",2016-09-03 12:00:00,"Saturday",13,1000.7,NA,29.6,NA,100,2.1,248,NA,NA,0,NA,NA,NA,NA
"1670","蔼动カ","C0V440_获",2016-09-03 13:00:00,"Saturday",14,1000.3,NA,30.9,NA,99,0.5,276,NA,NA,0,NA,NA,NA,NA
"1671","蔼动カ","C0V440_获",2016-09-03 14:00:00,"Saturday",15,999.8,NA,31.5,NA,97,1.4,259,NA,NA,0,NA,NA,NA,NA
"1672","蔼动カ","C0V440_获",2016-09-03 15:00:00,"Saturday",16,999.5,NA,30.7,NA,99,0.7,268,NA,NA,0,NA,NA,NA,NA
"1673","蔼动カ","C0V440_获",2016-09-03 16:00:00,"Saturday",17,999.8,NA,29.5,NA,100,0.7,267,NA,NA,0,NA,NA,NA,NA
"1674","蔼动カ","C0V440_获",2016-09-03 17:00:00,"Saturday",18,1000.3,NA,28.8,NA,100,1.5,267,NA,NA,0,NA,NA,NA,NA
"1675","蔼动カ","C0V440_获",2016-09-03 18:00:00,"Saturday",19,1000.9,NA,28.6,NA,100,1.8,267,NA,NA,0,NA,NA,NA,NA
"1676","蔼动カ","C0V440_获",2016-09-03 19:00:00,"Saturday",20,1001.4,NA,28.6,NA,100,1.2,267,NA,NA,0,NA,NA,NA,NA
"1677","蔼动カ","C0V440_获",2016-09-03 20:00:00,"Saturday",21,1002.2,NA,28.3,NA,100,0.7,267,NA,NA,0,NA,NA,NA,NA
"1678","蔼动カ","C0V440_获",2016-09-03 21:00:00,"Saturday",22,1002.1,NA,28.3,NA,100,2.4,267,NA,NA,0,NA,NA,NA,NA
"1679","蔼动カ","C0V440_获",2016-09-03 22:00:00,"Saturday",23,1002,NA,28.2,NA,100,1.1,267,NA,NA,0,NA,NA,NA,NA
"1680","蔼动カ","C0V440_获",2016-09-03 23:00:00,"Saturday",24,1001.8,NA,27.8,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"1681","蔼动カ","C0V440_获",2016-09-04 00:00:00,"Sunday",1,1001.1,NA,28,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"1682","蔼动カ","C0V440_获",2016-09-04 01:00:00,"Sunday",2,1001,NA,27.9,NA,100,0.8,268,NA,NA,0,NA,NA,NA,NA
"1683","蔼动カ","C0V440_获",2016-09-04 02:00:00,"Sunday",3,1000.7,NA,26.6,NA,100,0,0,NA,NA,5.5,NA,NA,NA,NA
"1684","蔼动カ","C0V440_获",2016-09-04 03:00:00,"Sunday",4,1001.1,NA,26.6,NA,100,1.3,247,NA,NA,1,NA,NA,NA,NA
"1685","蔼动カ","C0V440_获",2016-09-04 04:00:00,"Sunday",5,1001.2,NA,26,NA,100,1.1,355,NA,NA,3,NA,NA,NA,NA
"1686","蔼动カ","C0V440_获",2016-09-04 05:00:00,"Sunday",6,1001.6,NA,26.2,NA,100,0.1,0,NA,NA,2.5,NA,NA,NA,NA
"1687","蔼动カ","C0V440_获",2016-09-04 06:00:00,"Sunday",7,1001.7,NA,26.4,NA,100,1.4,309,NA,NA,0,NA,NA,NA,NA
"1688","蔼动カ","C0V440_获",2016-09-04 07:00:00,"Sunday",8,1002.4,NA,28.6,NA,100,0.9,340,NA,NA,0,NA,NA,NA,NA
"1689","蔼动カ","C0V440_获",2016-09-04 08:00:00,"Sunday",9,1002.6,NA,29.3,NA,100,1.4,300,NA,NA,0,NA,NA,NA,NA
"1690","蔼动カ","C0V440_获",2016-09-04 09:00:00,"Sunday",10,1003.2,NA,27.3,NA,100,0.4,267,NA,NA,12.5,NA,NA,NA,NA
"1691","蔼动カ","C0V440_获",2016-09-04 10:00:00,"Sunday",11,1002.6,NA,28.1,NA,100,0.6,288,NA,NA,11.5,NA,NA,NA,NA
"1692","蔼动カ","C0V440_获",2016-09-04 11:00:00,"Sunday",12,1002.3,NA,29.8,NA,100,0.8,280,NA,NA,0,NA,NA,NA,NA
"1693","蔼动カ","C0V440_获",2016-09-04 12:00:00,"Sunday",13,1001.2,NA,31.1,NA,100,1,269,NA,NA,0,NA,NA,NA,NA
"1694","蔼动カ","C0V440_获",2016-09-04 13:00:00,"Sunday",14,1000.6,NA,30.6,NA,100,1.2,270,NA,NA,0,NA,NA,NA,NA
"1695","蔼动カ","C0V440_获",2016-09-04 14:00:00,"Sunday",15,1000.9,NA,28.8,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"1696","蔼动カ","C0V440_获",2016-09-04 15:00:00,"Sunday",16,1001.2,NA,28,NA,100,0.3,267,NA,NA,0.5,NA,NA,NA,NA
"1697","蔼动カ","C0V440_获",2016-09-04 16:00:00,"Sunday",17,1001.1,NA,27.1,NA,100,0.5,292,NA,NA,2,NA,NA,NA,NA
"1698","蔼动カ","C0V440_获",2016-09-04 17:00:00,"Sunday",18,1001.7,NA,26.6,NA,100,1.3,243,NA,NA,0.5,NA,NA,NA,NA
"1699","蔼动カ","C0V440_获",2016-09-04 18:00:00,"Sunday",19,1002.4,NA,26.1,NA,100,0.2,0,NA,NA,1,NA,NA,NA,NA
"1700","蔼动カ","C0V440_获",2016-09-04 19:00:00,"Sunday",20,1002.8,NA,25.8,NA,100,0.1,0,NA,NA,NA,NA,NA,NA,NA
"1701","蔼动カ","C0V440_获",2016-09-04 20:00:00,"Sunday",21,1002.8,NA,25.9,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"1702","蔼动カ","C0V440_获",2016-09-04 21:00:00,"Sunday",22,1003.3,NA,25.7,NA,100,0.5,267,NA,NA,0,NA,NA,NA,NA
"1703","蔼动カ","C0V440_获",2016-09-04 22:00:00,"Sunday",23,1002.8,NA,25.9,NA,100,0.3,179,NA,NA,0,NA,NA,NA,NA
"1704","蔼动カ","C0V440_获",2016-09-04 23:00:00,"Sunday",24,1002.8,NA,25.7,NA,100,1.2,231,NA,NA,0,NA,NA,NA,NA
"1705","蔼动カ","C0V440_获",2016-09-05 00:00:00,"Monday",1,1002.4,NA,25.6,NA,100,0.3,267,NA,NA,0,NA,NA,NA,NA
"1706","蔼动カ","C0V440_获",2016-09-05 01:00:00,"Monday",2,1002,NA,25.5,NA,100,0.4,230,NA,NA,0,NA,NA,NA,NA
"1707","蔼动カ","C0V440_获",2016-09-05 02:00:00,"Monday",3,1001.8,NA,25.1,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"1708","蔼动カ","C0V440_获",2016-09-05 03:00:00,"Monday",4,1002.5,NA,25.2,NA,100,0.5,267,NA,NA,0,NA,NA,NA,NA
"1709","蔼动カ","C0V440_获",2016-09-05 04:00:00,"Monday",5,1002.2,NA,25.2,NA,100,0.9,258,NA,NA,0,NA,NA,NA,NA
"1710","蔼动カ","C0V440_获",2016-09-05 05:00:00,"Monday",6,1002.3,NA,25,NA,100,0.7,267,NA,NA,0,NA,NA,NA,NA
"1711","蔼动カ","C0V440_获",2016-09-05 06:00:00,"Monday",7,1003.1,NA,25.9,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"1712","蔼动カ","C0V440_获",2016-09-05 07:00:00,"Monday",8,1003,NA,29.1,NA,100,0.5,230,NA,NA,0,NA,NA,NA,NA
"1713","蔼动カ","C0V440_获",2016-09-05 08:00:00,"Monday",9,1003.1,NA,31.1,NA,99,0.3,267,NA,NA,0,NA,NA,NA,NA
"1714","蔼动カ","C0V440_获",2016-09-05 09:00:00,"Monday",10,1003.1,NA,30.7,NA,100,0.9,267,NA,NA,0,NA,NA,NA,NA
"1715","蔼动カ","C0V440_获",2016-09-05 10:00:00,"Monday",11,1002.7,NA,31.7,NA,100,1.7,267,NA,NA,0,NA,NA,NA,NA
"1716","蔼动カ","C0V440_获",2016-09-05 11:00:00,"Monday",12,1002.6,NA,31.4,NA,100,1.8,267,NA,NA,0,NA,NA,NA,NA
"1717","蔼动カ","C0V440_获",2016-09-05 12:00:00,"Monday",13,1002.2,NA,31.8,NA,99,1.6,267,NA,NA,0,NA,NA,NA,NA
"1718","蔼动カ","C0V440_获",2016-09-05 13:00:00,"Monday",14,1001.7,NA,30.7,NA,100,0.9,268,NA,NA,0,NA,NA,NA,NA
"1719","蔼动カ","C0V440_获",2016-09-05 14:00:00,"Monday",15,1001.3,NA,30.7,NA,100,1,267,NA,NA,0,NA,NA,NA,NA
"1720","蔼动カ","C0V440_获",2016-09-05 15:00:00,"Monday",16,1002.1,NA,29.6,NA,100,1.4,267,NA,NA,0,NA,NA,NA,NA
"1721","蔼动カ","C0V440_获",2016-09-05 16:00:00,"Monday",17,1002.4,NA,29,NA,100,0.9,267,NA,NA,0,NA,NA,NA,NA
"1722","蔼动カ","C0V440_获",2016-09-05 17:00:00,"Monday",18,1003,NA,28.1,NA,100,1.9,267,NA,NA,0,NA,NA,NA,NA
"1723","蔼动カ","C0V440_获",2016-09-05 18:00:00,"Monday",19,1003.4,NA,27.3,NA,100,2.4,267,NA,NA,0,NA,NA,NA,NA
"1724","蔼动カ","C0V440_获",2016-09-05 19:00:00,"Monday",20,1004.1,NA,27.1,NA,100,2.6,265,NA,NA,0,NA,NA,NA,NA
"1725","蔼动カ","C0V440_获",2016-09-05 20:00:00,"Monday",21,1004.7,NA,27.1,NA,100,1.5,264,NA,NA,0,NA,NA,NA,NA
"1726","蔼动カ","C0V440_获",2016-09-05 21:00:00,"Monday",22,1005.2,NA,26.8,NA,100,1.6,267,NA,NA,0.5,NA,NA,NA,NA
"1727","蔼动カ","C0V440_获",2016-09-05 22:00:00,"Monday",23,1004.6,NA,26.8,NA,100,2.7,267,NA,NA,1,NA,NA,NA,NA
"1728","蔼动カ","C0V440_获",2016-09-05 23:00:00,"Monday",24,1003.8,NA,26.5,NA,100,2.2,267,NA,NA,0.5,NA,NA,NA,NA
"1729","蔼动カ","C0V670_罚标",2016-08-19 00:00:00,"Friday",1,1001.7,NA,27.2,NA,92,1.6,60,NA,NA,1,NA,NA,NA,NA
"1730","蔼动カ","C0V670_罚标",2016-08-19 01:00:00,"Friday",2,1001,NA,27.1,NA,91,2.3,97,NA,NA,0,NA,NA,NA,NA
"1731","蔼动カ","C0V670_罚标",2016-08-19 02:00:00,"Friday",3,1001.2,NA,26,NA,93,2,359,NA,NA,3.5,NA,NA,NA,NA
"1732","蔼动カ","C0V670_罚标",2016-08-19 03:00:00,"Friday",4,1001,NA,25.2,NA,95,2.5,38,NA,NA,17,NA,NA,NA,NA
"1733","蔼动カ","C0V670_罚标",2016-08-19 04:00:00,"Friday",5,1000.8,NA,25.7,NA,92,1.3,76,NA,NA,0.5,NA,NA,NA,NA
"1734","蔼动カ","C0V670_罚标",2016-08-19 05:00:00,"Friday",6,1000.9,NA,25.9,NA,89,1.2,126,NA,NA,0,NA,NA,NA,NA
"1735","蔼动カ","C0V670_罚标",2016-08-19 06:00:00,"Friday",7,1001.6,NA,26.9,NA,85,0.2,0,NA,NA,0,NA,NA,NA,NA
"1736","蔼动カ","C0V670_罚标",2016-08-19 07:00:00,"Friday",8,1002,NA,29.1,NA,76,1,122,NA,NA,0,NA,NA,NA,NA
"1737","蔼动カ","C0V670_罚标",2016-08-19 08:00:00,"Friday",9,1002.4,NA,30.5,NA,71,1.3,153,NA,NA,0,NA,NA,NA,NA
"1738","蔼动カ","C0V670_罚标",2016-08-19 09:00:00,"Friday",10,1002.3,NA,31.3,NA,69,1.2,250,NA,NA,0,NA,NA,NA,NA
"1739","蔼动カ","C0V670_罚标",2016-08-19 10:00:00,"Friday",11,1002.3,NA,30.9,NA,73,2.3,205,NA,NA,0,NA,NA,NA,NA
"1740","蔼动カ","C0V670_罚标",2016-08-19 11:00:00,"Friday",12,1001.9,NA,30.9,NA,74,2.2,209,NA,NA,0,NA,NA,NA,NA
"1741","蔼动カ","C0V670_罚标",2016-08-19 12:00:00,"Friday",13,1001.5,NA,30.7,NA,77,2.3,204,NA,NA,0,NA,NA,NA,NA
"1742","蔼动カ","C0V670_罚标",2016-08-19 13:00:00,"Friday",14,1001.1,NA,31.3,NA,74,1.3,215,NA,NA,0,NA,NA,NA,NA
"1743","蔼动カ","C0V670_罚标",2016-08-19 14:00:00,"Friday",15,1000.7,NA,30.9,NA,76,2.3,206,NA,NA,0,NA,NA,NA,NA
"1744","蔼动カ","C0V670_罚标",2016-08-19 15:00:00,"Friday",16,1001.1,NA,30.3,NA,76,2,193,NA,NA,0,NA,NA,NA,NA
"1745","蔼动カ","C0V670_罚标",2016-08-19 16:00:00,"Friday",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"1746","蔼动カ","C0V670_罚标",2016-08-19 17:00:00,"Friday",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA
"1747","蔼动カ","C0V670_罚标",2016-08-19 18:00:00,"Friday",19,1003,NA,25.8,NA,88,1.7,124,NA,NA,0,NA,NA,NA,NA
"1748","蔼动カ","C0V670_罚标",2016-08-19 19:00:00,"Friday",20,1003.2,NA,26.1,NA,87,1.4,69,NA,NA,0.5,NA,NA,NA,NA
"1749","蔼动カ","C0V670_罚标",2016-08-19 20:00:00,"Friday",21,1003.7,NA,25.7,NA,90,0.5,76,NA,NA,0,NA,NA,NA,NA
"1750","蔼动カ","C0V670_罚标",2016-08-19 21:00:00,"Friday",22,1003.2,NA,26.1,NA,88,1,106,NA,NA,0,NA,NA,NA,NA
